date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:37:42	12483/12483	---MCZ	200	added ('OK')	text/css	etag:W/%2264775d14-31f9%22	https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css	(from https://www.dutchbros.com/)
02:37:42	326574/326574	---MCZ	200	added ('OK')	text/css	etag:W/%226463f0ae-4fd75%22	https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css	(from https://www.dutchbros.com/)
02:37:42	6295/6295	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202023%2006:37:42%20GMT	https://use.typekit.net/fmk0nrx.css	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/fmk0nrx.css	(from https://www.dutchbros.com/)
02:37:43	10485/10485	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202023%2006:37:43%20GMT	https://use.typekit.net/amy4xba.css	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/amy4xba.css	(from https://www.dutchbros.com/)
02:37:43	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2019%20Sep%202023%2006:37:43%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.googletagmanager.com/gtm.c5445.delayed	(from https://www.dutchbros.com/)
02:37:43	211785/211785	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:49:23%20GMT	https://www.dutchbros.com/menu	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/menu.html	(from https://www.dutchbros.com/)
02:37:44	91156/91156	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:30:30%20GMT	https://www.dutchbros.com/locations	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/locations.html	(from https://www.dutchbros.com/)
02:37:44	111093/111093	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:57:14%20GMT	https://www.dutchbros.com/our-story	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/our-story.html	(from https://www.dutchbros.com/)
02:37:44	103902/103902	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:57:21%20GMT	https://www.dutchbros.com/our-impact	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/our-impact.html	(from https://www.dutchbros.com/)
02:37:44	123527/123527	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2005:04:15%20GMT	https://www.dutchbros.com/employment	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/employment.html	(from https://www.dutchbros.com/)
02:37:44	1077/1077	---M--	200	added ('OK')	image/jpeg	etag:%2265072019-435%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-09/DB-Sept-WebHeader-9-4-CoffeeQuiz-02-v1-2880x1305.jpg?itok=Sm6TVGop	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-09/DB-Sept-WebHeader-9-4-CoffeeQuiz-02-v1-2880x130592e2.jpg	(from https://www.dutchbros.com/)
02:37:45	91492/91492	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:30:48%20GMT	https://www.dutchbros.com/find-my-coffee-vibe	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/find-my-coffee-vibe.html	(from https://www.dutchbros.com/)
02:37:45	95660/95660	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:30:29%20GMT	https://www.dutchbros.com/menu/dutch-classics	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/menu/dutch-classics.html	(from https://www.dutchbros.com/)
02:37:45	221130/221130	---M--	200	added ('OK')	image/png	etag:%22612d386a-35fca%22	https://www.dutchbros.com/sites/default/files/styles/drink_tile/public/2021-08/homepage_menu_tile_classics.png?itok=zD1jI7s1	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/drink_tile/public/2021-08/homepage_menu_tile_classics7cc9.png	(from https://www.dutchbros.com/)
02:37:45	101681/101681	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:30:29%20GMT	https://www.dutchbros.com/menu/dutch-bros-rebel-energy-drink	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/menu/dutch-bros-rebel-energy-drink.html	(from https://www.dutchbros.com/)
02:37:46	242275/242275	---M--	200	added ('OK')	image/png	etag:%22612cf847-3b263%22	https://www.dutchbros.com/sites/default/files/styles/drink_tile/public/2021-08/homepage_drink_tile_rebel_2.png?itok=n8__Gze-	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/drink_tile/public/2021-08/homepage_drink_tile_rebel_2660b.png	(from https://www.dutchbros.com/)
02:37:46	92249/92249	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:30:41%20GMT	https://www.dutchbros.com/menu/cold-brew	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/menu/cold-brew.html	(from https://www.dutchbros.com/)
02:37:46	207273/207273	---M--	200	added ('OK')	image/png	etag:%22612d38ed-329a9%22	https://www.dutchbros.com/sites/default/files/styles/drink_tile/public/2021-08/homepage_menu_tile_cold%20brew.png?itok=aTduh0gU	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/drink_tile/public/2021-08/homepage_menu_tile_cold%20brew1639.png	(from https://www.dutchbros.com/)
02:37:46	1059/1059	---M--	200	added ('OK')	image/jpeg	etag:%2264b1a0e2-423%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-07/Dutch_At_Home_Coffee_Tile.jpg?itok=Ta3ZUdJA	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2023-07/Dutch_At_Home_Coffee_Tiled581.jpg	(from https://www.dutchbros.com/)
02:37:46	4614/4614	---M--	200	added ('OK')	image/png	etag:%226130cf41-1206%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2021-08/homepage%20broista.png?itok=X0n1fthW	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2021-08/homepage%20broista7104.png	(from https://www.dutchbros.com/)
02:37:47	1332/1332	---M--	200	added ('OK')	image/jpeg	etag:%226297c99a-534%22	https://www.dutchbros.com/sites/default/files/styles/fallback_style/public/2022-06/216440_DutchBros_Lowres_2091_1080x1080.jpg?itok=FsHjOcAe	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/styles/fallback_style/public/2022-06/216440_DutchBros_Lowres_2091_1080x10801c30.jpg	(from https://www.dutchbros.com/)
02:37:47	1252/1252	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202023%2006:37:47%20GMT	https://use.typekit.net/fag7bal.css	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/fag7bal.css	(from https://www.dutchbros.com/)
02:37:47	220112/220112	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2005:07:52%20GMT	https://www.dutchbros.com/contact-us	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/contact-us.html	(from https://www.dutchbros.com/)
02:37:47	123013/123013	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2005:02:12%20GMT	https://www.dutchbros.com/rewards	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/rewards.html	(from https://www.dutchbros.com/)
02:37:48	109317/109317	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:32:20%20GMT	https://www.dutchbros.com/news-events	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/news-events.html	(from https://www.dutchbros.com/)
02:37:48	157301/157301	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:30:33%20GMT	https://www.dutchbros.com/terms-of-service	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/terms-of-service.html	(from https://www.dutchbros.com/)
02:37:48	94520/94520	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2001:15:01%20GMT	https://www.dutchbros.com/user-content-terms	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/user-content-terms.html	(from https://www.dutchbros.com/)
02:37:48	201259/201259	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2001:08:20%20GMT	https://www.dutchbros.com/privacy-policy	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/privacy-policy.html	(from https://www.dutchbros.com/)
02:37:48	92453/92453	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Sep%202023%2000:57:22%20GMT	https://www.dutchbros.com/digital-accessibility	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/digital-accessibility.html	(from https://www.dutchbros.com/)
02:37:49	257494/257494	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264a0f63d-44869%22	https://www.dutchbros.com/sites/default/files/js/js_c5BMFQNu_WLBHIhJSvWik7ySRue5E85aORZbD-CGXac.js	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/js/js_c5BMFQNu_WLBHIhJSvWik7ySRue5E85aORZbD-CGXac.js	(from https://www.dutchbros.com/)
02:37:49	257/257	---M-Z	200	added ('OK')	text/javascript	etag:W/%221695083430%22	https://www.dutchbros.com/webform/javascript/newsletter_signup?s17iqk	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/webform/javascript/newsletter_signup80c7	(from https://www.dutchbros.com/)
02:37:49	52020/52020	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2264775d17-120ba%22	https://www.dutchbros.com/sites/default/files/js/js_DLHV4R9aeVXvlJZjg5gVDUYur088sauesi16PPCB_PQ.js	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/sites/default/files/js/js_DLHV4R9aeVXvlJZjg5gVDUYur088sauesi16PPCB_PQ.js	(from https://www.dutchbros.com/)
02:37:49	1254/1254	---M--	200	added ('OK')	image/gif	etag:%226508f279-4fb%22	https://www.dutchbros.com/core/misc/throbber-active.gif	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/throbber-active.gif	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:50	2112/2112	---M--	200	added ('OK')	image/gif	etag:%226508f278-840%22	https://www.dutchbros.com/core/misc/loading-small.gif	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/loading-small.gif	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:50	356/356	---M--	200	added ('OK')	image/png	etag:%226508f279-164%22	https://www.dutchbros.com/core/misc/throbber-inactive.png	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/throbber-inactive.png	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:50	679/679	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f278-2a7%22	https://www.dutchbros.com/core/misc/icons/e32700/error.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/icons/e32700/error.svg	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:50	412/412	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f276-19c%22	https://www.dutchbros.com/core/misc/icons/e29700/warning.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/icons/e29700/warning.svg	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:51	334/334	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f276-14e%22	https://www.dutchbros.com/core/misc/icons/73b355/check.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/icons/73b355/check.svg	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:51	581/581	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f276-245%22	https://www.dutchbros.com/core/misc/icons/787878/move.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/icons/787878/move.svg	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:51	581/581	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f279-245%22	https://www.dutchbros.com/core/misc/icons/000000/move.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/icons/000000/move.svg	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:51	220/220	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f276-dc%22	https://www.dutchbros.com/core/misc/icons/787878/twistie-down.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/icons/787878/twistie-down.svg	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:51	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f278-d9%22	https://www.dutchbros.com/core/misc/icons/787878/twistie-up.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/icons/787878/twistie-up.svg	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:52	130/130	---M--	200	added ('OK')	image/png	etag:%226508f278-82%22	https://www.dutchbros.com/core/misc/tree.png	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/tree.png	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:52	129/129	---M--	200	added ('OK')	image/png	etag:%226508f276-81%22	https://www.dutchbros.com/core/misc/tree-bottom.png	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/core/misc/tree-bottom.png	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:52	709/709	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f27b-2c5%22	https://www.dutchbros.com/modules/contrib/webform/images/icons/info.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/modules/contrib/webform/images/icons/info.svg	(from https://www.dutchbros.com/sites/default/files/css/css_NNllSjSghE0RZwPGihBJWB6DrTMzYx7DiumnutMgi6o.css)
02:37:52	1209/1209	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226501d1b5-4b9%22	https://www.dutchbros.com/themes/custom/dutchbros/images/20x20px_Checkmark.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/20x20px_Checkmark.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:53	14463/14463	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2264878b41-387f%22	https://www.dutchbros.com/themes/custom/dutchbros/images/dbros-apps-icons.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/dbros-apps-icons.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:53	2121/2121	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2264878b3f-849%22	https://www.dutchbros.com/themes/custom/dutchbros/images/search.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/search.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:53	1829/1829	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2264f79ecf-725%22	https://www.dutchbros.com/themes/custom/dutchbros/images/close2.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/close2.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:53	986/986	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2264878b3f-3da%22	https://www.dutchbros.com/themes/custom/dutchbros/images/Locator.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/Locator.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:54	2026/2026	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2264878b41-7ea%22	https://www.dutchbros.com/themes/custom/dutchbros/images/Menu.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/Menu.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:54	10377/10377	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2264878b41-2889%22	https://www.dutchbros.com/themes/custom/dutchbros/images/footer_logo.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/footer_logo.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:54	4638/4638	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2264878b45-121e%22	https://www.dutchbros.com/themes/custom/dutchbros/images/social-icons.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/social-icons.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:54	250/250	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f27c-fa%22	https://www.dutchbros.com/themes/custom/dutchbros/images/Stripes.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/Stripes.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:55	603649/603649	---M--	200	added ('OK')	image/png	etag:%226508f279-93601%22	https://www.dutchbros.com/themes/custom/dutchbros/images/Dog@2x.png	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/Dog@2x.png	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:55	59916/59916	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f279-ea0c%22	https://www.dutchbros.com/themes/custom/dutchbros/images/dfay/Wordmark.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/dfay/Wordmark.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:55	35448/35448	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f279-8a78%22	https://www.dutchbros.com/themes/custom/dutchbros/images/dfay/Stay%20Stoked.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/dfay/Stay%20Stoked.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:55	13658/13658	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f278-355a%22	https://www.dutchbros.com/themes/custom/dutchbros/images/dfay/Good%20Vibes.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/dfay/Good%20Vibes.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:55	1764/1764	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f278-6e4%22	https://www.dutchbros.com/themes/custom/dutchbros/images/download-arrow.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/download-arrow.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:56	22092/22092	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226508f27b-564c%22	https://www.dutchbros.com/themes/custom/dutchbros/images/dfay/Swirl_02.svg	C:/Users/Drew/Desktop/DutchBros/DutchBros/www.dutchbros.com/themes/custom/dutchbros/images/dfay/Swirl_02.svg	(from https://www.dutchbros.com/sites/default/files/css/css_RJvA0VgWszosb3p5zYy8N8OpIz6KlGKLagPppXt1PN4.css)
02:37:56	5/5	---M--	200	added ('OK')	text/css	etag:%2264b14470-5%22	https://p.typekit.net/p.css?s=1&k=fmk0nrx&ht=tk&f=10881.10882.10884.10885.25254.32874.32875.42872&a=33054339&app=typekit&e=css	C:/Users/Drew/Desktop/DutchBros/DutchBros/p.typekit.net/pe788.css	(from https://use.typekit.net/fmk0nrx.css)
02:37:56	43076/43076	---M--	200	added ('OK')	application/font-woff2	etag:%22e7811049bfa1845589c42f0b31c9740a16cee93a%22	https://use.typekit.net/af/309dfe/000000000000000000010091/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/af/309dfe/000000000000000000010091/27/l652f	(from https://use.typekit.net/fmk0nrx.css)
02:37:56	50720/50720	---M--	200	added ('OK')	application/font-woff	etag:%22e7811049bfa1845589c42f0b31c9740a16cee93a%22	https://use.typekit.net/af/309dfe/000000000000000000010091/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/af/309dfe/000000000000000000010091/27/d652f	(from https://use.typekit.net/fmk0nrx.css)
02:37:57	104624/104624	---M-Z	200	added ('OK')	font/opentype	etag:W/%22e7811049bfa1845589c42f0b31c9740a16cee93a%22	https://use.typekit.net/af/309dfe/000000000000000000010091/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/af/309dfe/000000000000000000010091/27/a652f	(from https://use.typekit.net/fmk0nrx.css)
02:37:57	43084/43084	---M--	200	added ('OK')	application/font-woff2	etag:%22457eff33d9f4e8245ff5b71b234463ccb76ddf1e%22	https://use.typekit.net/af/eb729a/000000000000000000010092/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/Users/Drew/Desktop/DutchBros/DutchBros/use.typekit.net/af/eb729a/000000000000000000010092/27/le265	(from https://use.typekit.net/fmk0nrx.css)
